scorer,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW
labeled-data\LipTest_COMBINED_TEST\07me-img907.png,65.8999426,95.1245964,235.5203774,101.1517184,102.4931836,85.22289589,105.0762359,101.5822272,144.683038,86.51442204,145.1135467,111.4839277,193.3305231,91.25001794,192.0389969,106.7483318
labeled-data\LipTest_COMBINED_TEST\07me-img925.png,68.05248619,95.55510512,237.2424123,99.42968358,105.0762359,86.94493076,107.2287795,95.98561383,147.2660903,87.37543948,147.696599,104.1652795,194.6220492,91.25001794,196.3440841,100.7212097
labeled-data\LipTest_COMBINED_TEST\07me-img958.png,66.76096003,92.97205281,237.672921,97.7076487,104.2152185,87.37543948,107.6592882,91.68052666,146.4050728,89.52798307,147.696599,97.7076487,193.3305231,90.3890005,194.1915405,94.69408768
labeled-data\LipTest_COMBINED_TEST\12me-img016.png,83.13885217,98.34438914,258.113578,95.07819426,122.3331908,105.8099774,122.79979,104.8767789,164.7937242,110.0093709,164.7937242,109.5427716,214.2532468,103.9435804,213.3200482,103.9435804
labeled-data\LipTest_COMBINED_TEST\12me-img041.png,85.00524924,99.74418695,253.4475853,96.94459134,123.7329886,103.9435804,123.7329886,103.9435804,167.1267206,109.5427716,167.1267206,109.5427716,214.719846,103.9435804,214.2532468,103.9435804
labeled-data\LipTest_COMBINED_TEST\12me-img072.png,84.53864997,99.74418695,257.1803795,96.94459134,124.1995878,104.4101796,124.1995878,104.4101796,166.193522,108.1429738,165.7269228,108.1429738,211.9202504,103.4769811,211.9202504,103.0103818
labeled-data\LipTest_COMBINED_TEST\12me-img086.png,85.93844778,101.1439848,258.5801773,95.07819426,123.7329886,104.8767789,124.1995878,105.3433782,164.7937242,109.0761723,163.8605257,109.5427716,215.6530446,103.9435804,215.6530446,104.4101796
labeled-data\LipTest_COMBINED_TEST\12me-img151.png,84.0720507,102.5437826,258.113578,98.81098841,121.8665915,95.54479353,121.8665915,113.742165,161.5275294,96.47799207,163.8605257,122.1409519,209.5872541,95.54479353,211.4536511,110.9425694
labeled-data\LipTest_COMBINED_TEST\12me-img185.png,90.1378412,103.0103818,252.0477875,100.2107862,123.7329886,101.1439848,123.2663893,117.4749592,162.9273272,103.4769811,163.8605257,126.3403453,207.720857,101.1439848,211.4536511,116.0751614
labeled-data\LipTest_COMBINED_TEST\12me-img193.png,88.73804339,102.5437826,255.3139824,99.74418695,124.6661871,103.9435804,126.0659849,117.4749592,163.8605257,108.1429738,166.6601213,128.2067424,210.0538533,104.8767789,212.3868497,115.1419628
labeled-data\LipTest_COMBINED_TEST\12me-img203.png,88.73804339,102.0771833,254.3807839,96.94459134,126.5325842,112.8089665,126.9991835,112.3423672,167.1267206,120.7411541,167.5933199,120.2745548,214.719846,110.9425694,214.2532468,110.9425694
labeled-data\LipTest_COMBINED_TEST\12me-img227.png,87.80484486,103.9435804,248.7815927,103.4769811,122.79979,102.5437826,122.3331908,130.0731394,161.5275294,101.610584,165.7269228,153.8697022,206.7876584,103.9435804,213.7866475,133.8059336
labeled-data\LipTest_COMBINED_TEST\12me-img231.png,88.27144412,102.0771833,252.0477875,100.6773855,123.7329886,104.4101796,123.7329886,116.5417606,162.4607279,108.1429738,164.7937242,127.7401431,209.1206548,106.743176,213.3200482,119.8079555
labeled-data\LipTest_COMBINED_TEST\12me-img240.png,90.1378412,101.610584,253.4475853,97.41119061,127.932382,109.5427716,129.3321798,110.0093709,166.193522,117.9415584,166.6601213,117.9415584,211.9202504,108.1429738,211.9202504,107.6763745
labeled-data\LipTest_COMBINED_TEST\12me-img249.png,88.27144412,103.0103818,255.3139824,101.1439848,123.2663893,106.2765767,124.1995878,111.4091687,160.1277315,105.3433782,162.9273272,125.873746,208.6540555,105.3433782,211.4536511,113.742165
labeled-data\LipTest_COMBINED_TEST\12me-img259.png,95.73703243,108.1429738,251.114589,101.1439848,124.1995878,96.47799207,127.4657827,122.1409519,160.5943308,98.34438914,168.5265184,137.5387277,203.9880628,97.87778987,215.1864453,127.2735438
labeled-data\LipTest_COMBINED_TEST\12me-img281.png,86.87164632,100.6773855,259.0467766,96.47799207,121.8665915,95.54479353,123.2663893,102.0771833,161.5275294,91.34540011,162.4607279,111.8757679,211.9202504,93.67839645,210.9870519,103.4769811
labeled-data\LipTest_COMBINED_TEST\12me-img284.png,87.80484486,102.0771833,256.247181,98.34438914,121.8665915,97.41119061,124.1995878,108.6095731,160.5943308,95.54479353,162.4607279,117.4749592,209.1206548,95.54479353,212.8534489,108.1429738
labeled-data\LipTest_COMBINED_TEST\12me-img302.png,90.1378412,105.8099774,256.7137802,97.41119061,123.2663893,96.94459134,127.932382,115.1419628,161.5275294,96.47799207,167.5933199,127.7401431,209.5872541,95.07819426,216.1196438,113.742165
labeled-data\LipTest_COMBINED_TEST\12me-img310.png,89.67124193,104.8767789,259.5133758,98.34438914,122.79979,96.47799207,125.1327864,114.2087643,160.5943308,97.41119061,167.1267206,124.4739482,212.3868497,95.07819426,216.5862431,113.2755658
labeled-data\LipTest_COMBINED_TEST\12me-img331.png,85.93844778,109.0761723,258.113578,97.87778987,119.5335951,95.07819426,122.79979,110.9425694,161.9941286,92.74519792,162.9273272,117.4749592,209.5872541,94.14499572,211.9202504,109.5427716
labeled-data\LipTest_COMBINED_TEST\12me-img336.png,85.47184851,105.3433782,259.5133758,95.07819426,115.3342017,88.07920523,121.3999922,104.4101796,158.7279337,88.07920523,161.0609301,109.0761723,210.0538533,89.9456023,211.9202504,102.5437826
labeled-data\LipTest_COMBINED_TEST\12me-img342.png,82.6722529,106.2765767,256.247181,96.94459134,115.3342017,89.01240376,119.5335951,107.2097753,159.6611323,88.07920523,160.5943308,111.8757679,209.1206548,91.34540011,210.5204526,105.8099774
labeled-data\LipTest_COMBINED_TEST\12me-img346.png,85.93844778,110.0093709,258.113578,99.27758768,119.5335951,95.07819426,122.79979,114.2087643,161.9941286,90.87880084,163.8605257,118.874757,211.9202504,93.67839645,212.3868497,112.8089665
labeled-data\LipTest_COMBINED_TEST\12me-img364.png,91.53763901,110.0093709,258.113578,100.6773855,124.1995878,106.2765767,128.8655805,116.5417606,164.7937242,106.743176,169.9263162,127.7401431,211.9202504,102.5437826,217.9860409,116.5417606
labeled-data\LipTest_COMBINED_TEST\12me-img366.png,92.93743681,111.8757679,266.0457656,102.0771833,123.7329886,102.5437826,130.2653783,118.874757,162.9273272,103.4769811,168.0599191,129.1399409,211.9202504,103.0103818,215.6530446,118.4081577
labeled-data\LipTest_COMBINED_TEST\12me-img395.png,91.53763901,110.0093709,259.5133758,99.74418695,119.5335951,93.21179718,131.1985769,115.1419628,161.9941286,90.87880084,176.9253052,117.9415584,210.5204526,94.61159499,220.3190373,110.9425694
labeled-data\LipTest_COMBINED_TEST\12me-img400.png,87.33824559,104.8767789,253.9141846,96.0113928,126.0659849,103.9435804,129.3321798,103.9435804,164.327125,108.1429738,175.9921067,110.4759701,210.9870519,102.5437826,215.6530446,100.6773855
labeled-data\LipTest_COMBINED_TEST\12me-img406.png,94.33723462,107.6763745,259.0467766,102.0771833,129.3321798,109.0761723,132.5983747,109.0761723,165.2603235,112.3423672,174.5923089,116.5417606,213.3200482,107.6763745,216.1196438,107.2097753
labeled-data\LipTest_COMBINED_TEST\12me-img428.png,91.53763901,115.1419628,258.113578,104.4101796,116.7339995,92.74519792,124.6661871,128.2067424,160.5943308,90.87880084,163.8605257,136.6055292,209.1206548,94.14499572,211.9202504,123.5407497
labeled-data\LipTest_COMBINED_TEST\12me-img431.png,91.53763901,116.0751614,253.9141846,104.4101796,118.6003966,90.87880084,123.2663893,126.8069446,161.5275294,90.41220157,162.4607279,132.872735,208.6540555,96.0113928,209.5872541,125.4071467
labeled-data\LipTest_COMBINED_TEST\12me-img433.png,89.20464266,115.1419628,256.247181,100.6773855,122.79979,102.0771833,126.9991835,114.2087643,162.9273272,100.2107862,168.9931177,120.2745548,211.9202504,98.81098841,215.6530446,113.742165
labeled-data\LipTest_COMBINED_TEST\12me-img437.png,88.73804339,111.8757679,255.3139824,97.87778987,126.0659849,105.8099774,126.0659849,104.8767789,166.193522,108.1429738,166.6601213,109.0761723,211.9202504,102.5437826,212.3868497,101.610584
labeled-data\LipTest_COMBINED_TEST\12me-img453.png,94.33723462,116.0751614,252.5143868,105.8099774,122.3331908,98.81098841,122.79979,133.3393343,161.5275294,97.41119061,164.327125,142.6713197,208.1874563,97.87778987,212.3868497,133.3393343
labeled-data\LipTest_COMBINED_TEST\12me-img464.png,91.53763901,118.4081577,251.114589,106.2765767,121.3999922,102.0771833,123.7329886,132.872735,160.1277315,98.81098841,165.2603235,142.2047204,207.720857,98.81098841,213.3200482,129.6065402
labeled-data\LipTest_COMBINED_TEST\12me-img469.png,91.53763901,117.9415584,250.6479897,108.6095731,120.933393,103.9435804,124.1995878,134.2725329,160.5943308,102.0771833,167.5933199,143.6045182,205.3878606,101.610584,213.7866475,131.006338
labeled-data\LipTest_COMBINED_TEST\12me-img481.png,89.67124193,110.4759701,255.3139824,98.34438914,128.3989813,109.0761723,128.3989813,108.6095731,168.9931177,110.4759701,168.9931177,109.5427716,212.3868497,103.9435804,212.3868497,103.4769811
labeled-data\LipTest_COMBINED_TEST\12me-img510.png,90.60444047,117.9415584,259.0467766,104.8767789,126.0659849,109.5427716,129.7987791,122.1409519,165.2603235,105.8099774,168.5265184,127.7401431,211.4536511,104.8767789,214.719846,117.0083599
labeled-data\LipTest_COMBINED_TEST\12me-img520.png,95.73703243,117.9415584,248.7815927,106.743176,123.7329886,103.9435804,127.932382,131.006338,162.9273272,102.0771833,167.1267206,139.4051248,206.3210592,101.610584,211.9202504,128.6733416
labeled-data\LipTest_COMBINED_TEST\12me-img528.png,92.93743681,115.6085621,247.8483941,105.8099774,126.5325842,106.743176,128.3989813,123.5407497,163.8605257,107.6763745,168.0599191,131.4729372,206.7876584,104.8767789,212.8534489,122.1409519
labeled-data\LipTest_COMBINED_TEST\12me-img571.png,92.47083755,108.1429738,256.247181,103.0103818,128.8655805,103.4769811,131.6651761,116.0751614,165.7269228,107.6763745,168.5265184,127.7401431,211.4536511,103.0103818,214.719846,116.5417606
labeled-data\LipTest_COMBINED_TEST\12me-img597.png,88.27144412,106.743176,258.113578,103.0103818,125.1327864,103.4769811,130.2653783,115.6085621,164.7937242,105.8099774,169.9263162,124.9405475,212.8534489,103.9435804,213.7866475,113.742165
labeled-data\LipTest_COMBINED_TEST\17ms-img025.png,98.53662804,96.47799207,215.6530446,101.610584,125.4992118,87.09064745,125.1327864,103.0103818,156.3949374,92.74519792,155.4670112,110.8213063,186.7924299,92.01498324,185.7906913,108.6095731
labeled-data\LipTest_COMBINED_TEST\17ms-img060.png,96.2036317,96.94459134,219.3858387,103.0103818,125.5993856,87.61260596,123.7329886,103.9435804,155.4617389,93.21179718,154.0619411,109.5427716,189.0568862,92.74519792,188.1236877,108.1429738
labeled-data\LipTest_COMBINED_TEST\17ms-img160.png,96.67023097,96.47799207,214.719846,105.8099774,124.6661871,89.01240376,123.7329886,104.4101796,155.9283381,94.61159499,154.5285403,110.4759701,188.590287,93.67839645,185.3240921,109.5427716
labeled-data\LipTest_COMBINED_TEST\17ms-img174.png,96.2036317,97.41119061,214.719846,102.0771833,124.6661871,89.01240376,123.7329886,104.8767789,157.3281359,93.21179718,155.9283381,110.4759701,186.7238899,91.34540011,186.2572906,107.6763745
labeled-data\LipTest_COMBINED_TEST\17ms-img261.png,97.13683024,97.87778987,214.2532468,103.0103818,125.1327864,88.07920523,123.7329886,104.4101796,155.4617389,93.67839645,153.5953418,109.0761723,186.7238899,93.67839645,184.3908935,108.1429738
labeled-data\LipTest_COMBINED_TEST\17ms-img301.png,102.7360215,96.94459134,204.4546621,102.5437826,130.2653783,90.41220157,129.3321798,95.54479353,156.3949374,99.74418695,156.3949374,102.0771833,181.1246987,96.47799207,181.1246987,101.1439848
labeled-data\LipTest_COMBINED_TEST\17ms-img322.png,99.93642585,97.87778987,211.9202504,105.8099774,126.9991835,88.54580449,126.0659849,101.1439848,157.3281359,91.81199938,153.5953418,107.2097753,185.7906913,93.21179718,183.457695,104.8767789
labeled-data\LipTest_COMBINED_TEST\17ms-img332.png,100.4030251,96.94459134,210.0538533,103.4769811,128.3989813,89.01240376,126.5325842,107.6763745,159.6611323,89.47900303,154.9951396,116.0751614,186.2572906,90.87880084,184.3908935,110.4759701
labeled-data\LipTest_COMBINED_TEST\17ms-img352.png,98.07002877,97.87778987,214.719846,102.5437826,126.5325842,88.54580449,122.79979,110.9425694,157.7947352,89.9456023,155.4617389,119.3413562,187.1904892,89.9456023,187.1904892,113.2755658
labeled-data\LipTest_COMBINED_TEST\17ms-img367.png,97.6034295,96.47799207,213.7866475,99.74418695,124.6661871,84.34641107,124.1995878,106.743176,155.9283381,88.54580449,154.0619411,112.3423672,185.3240921,88.54580449,184.3908935,108.6095731
labeled-data\LipTest_COMBINED_TEST\17ms-img381.png,102.7360215,89.9456023,211.9202504,94.61159499,130.7319776,84.34641107,130.7319776,96.94459134,159.6611323,88.54580449,159.194533,105.3433782,186.7238899,88.07920523,186.7238899,100.6773855
labeled-data\LipTest_COMBINED_TEST\17ms-img393.png,106.4688156,95.07819426,217.5194416,99.74418695,133.9981725,85.74620888,133.9981725,100.6773855,161.9941286,91.81199938,161.5275294,107.2097753,190.456684,89.9456023,190.9232833,103.0103818
labeled-data\LipTest_COMBINED_TEST\17ms-img408.png,105.0690178,97.87778987,215.6530446,102.0771833,133.9981725,91.81199938,133.0649739,100.2107862,162.4607279,98.34438914,161.0609301,107.6763745,190.456684,96.0113928,189.0568862,103.0103818
labeled-data\LipTest_COMBINED_TEST\17ms-img426.png,107.4020142,96.47799207,208.1874563,98.34438914,133.0649739,88.07920523,131.1985769,98.81098841,158.7279337,95.07819426,155.9283381,105.8099774,183.9242943,91.81199938,182.9910957,101.1439848
labeled-data\LipTest_COMBINED_TEST\17ms-img428.png,106.9354149,97.87778987,210.0538533,101.610584,130.2653783,88.54580449,131.1985769,100.2107862,158.7279337,94.61159499,156.3949374,107.6763745,185.3240921,92.74519792,183.9242943,102.0771833
labeled-data\LipTest_COMBINED_TEST\17ms-img452.png,101.3362237,96.94459134,212.8534489,106.743176,129.3321798,87.14600669,121.3999922,115.6085621,157.7947352,91.81199938,154.0619411,125.4071467,186.7238899,92.74519792,186.7238899,118.4081577
labeled-data\LipTest_COMBINED_TEST\17ms-img455.png,99.46982658,98.34438914,213.3200482,103.9435804,126.5325842,86.67940742,122.79979,112.8089665,157.3281359,92.27859865,153.5953418,123.0741504,187.1904892,92.27859865,186.7238899,116.5417606
labeled-data\LipTest_COMBINED_TEST\17ms-img468.png,103.2026207,94.14499572,207.2542577,99.74418695,131.6651761,89.01240376,130.2653783,96.47799207,157.3281359,97.41119061,157.3281359,101.610584,182.5244965,93.67839645,182.9910957,98.34438914
labeled-data\LipTest_COMBINED_TEST\17ms-img492.png,103.66922,94.14499572,211.9202504,98.34438914,130.7319776,87.14600669,126.0659849,105.3433782,156.8615367,91.34540011,154.9951396,111.4091687,183.9242943,89.9456023,184.8574928,105.3433782
labeled-data\LipTest_COMBINED_TEST\17ms-img494.png,103.2026207,92.27859865,214.719846,98.81098841,131.6651761,85.74620888,129.3321798,100.2107862,158.2613345,91.34540011,156.3949374,105.8099774,185.7906913,89.47900303,185.3240921,102.5437826
labeled-data\LipTest_COMBINED_TEST\17ms-img510.png,103.66922,93.67839645,217.5194416,100.6773855,131.6651761,86.67940742,128.8655805,103.0103818,159.194533,89.47900303,157.3281359,108.1429738,189.5234855,88.54580449,187.6570884,105.3433782
labeled-data\LipTest_COMBINED_TEST\17ms-img515.png,103.66922,92.74519792,213.7866475,103.0103818,132.1317754,86.21280815,126.0659849,104.4101796,159.194533,89.9456023,155.4617389,111.4091687,188.1236877,91.34540011,184.8574928,108.6095731
labeled-data\LipTest_COMBINED_TEST\17ms-img540.png,102.7360215,91.34540011,216.5862431,96.47799207,131.6651761,83.8798118,128.3989813,98.81098841,161.5275294,87.61260596,157.3281359,102.5437826,190.9232833,87.14600669,188.1236877,100.6773855
labeled-data\LipTest_COMBINED_TEST\17ms-img569.png,102.2694222,92.74519792,207.2542577,99.74418695,128.3989813,85.74620888,126.5325842,102.0771833,155.4617389,91.34540011,154.5285403,108.1429738,183.457695,91.34540011,182.0578972,104.8767789
labeled-data\LipTest_COMBINED_TEST\17ms-img576.png,103.2026207,89.47900303,213.7866475,96.47799207,130.7319776,82.480014,129.3321798,96.94459134,159.194533,88.54580449,157.3281359,100.2107862,188.1236877,87.14600669,185.7906913,99.27758768
labeled-data\LipTest_COMBINED_TEST\17ms-img604.png,101.8028229,91.81199938,214.719846,94.61159499,129.3321798,82.480014,124.1995878,106.743176,160.1277315,87.61260596,154.5285403,115.1419628,189.9900848,85.74620888,187.6570884,108.6095731
labeled-data\LipTest_COMBINED_TEST\17ms-img615.png,100.4030251,90.41220157,210.9870519,97.87778987,128.3989813,84.34641107,128.3989813,96.47799207,158.7279337,87.14600669,157.3281359,100.2107862,187.1904892,87.14600669,185.3240921,97.87778987
labeled-data\LipTest_COMBINED_TEST\17ms-img618.png,98.53662804,93.21179718,213.3200482,97.41119061,127.4657827,83.8798118,126.9991835,98.34438914,157.7947352,89.01240376,154.9951396,102.5437826,187.1904892,87.14600669,182.9910957,99.27758768
labeled-data\LipTest_COMBINED_TEST\17ms-img633.png,100.8696244,95.07819426,214.2532468,96.0113928,126.5325842,86.67940742,128.3989813,91.34540011,160.1277315,94.14499572,160.1277315,96.0113928,185.7906913,90.87880084,186.7238899,93.21179718
labeled-data\LipTest_COMBINED_TEST\17ms-img646.png,107.4020142,95.54479353,210.5204526,95.54479353,133.0649739,89.01240376,133.0649739,95.54479353,160.1277315,95.54479353,157.7947352,100.6773855,184.8574928,91.81199938,184.8574928,97.87778987
labeled-data\LipTest_COMBINED_TEST\17ms-img653.png,104.1358193,96.94459134,209.5872541,103.9435804,134.931371,93.67839645,133.5315732,100.6773855,161.5275294,99.74418695,160.1277315,106.743176,185.7906913,97.87778987,185.3240921,103.4769811
labeled-data\LipTest_COMBINED_TEST\17ms-img673.png,105.5356171,97.87778987,210.5204526,103.9435804,132.1317754,88.07920523,131.1985769,107.6763745,161.5275294,92.74519792,158.7279337,114.6753636,189.0568862,93.21179718,185.3240921,109.5427716
labeled-data\LipTest_COMBINED_TEST\17ms-img685.png,106.9354149,96.0113928,211.9202504,103.9435804,133.5315732,86.67940742,130.7319776,105.8099774,161.0609301,90.87880084,158.7279337,112.8089665,189.0568862,90.87880084,187.1904892,109.5427716
labeled-data\LipTest_COMBINED_TEST\17ms-img708.png,106.9354149,96.0113928,214.719846,99.74418695,132.5983747,88.07920523,129.3321798,111.4091687,160.5943308,89.9456023,158.7279337,116.5417606,188.590287,91.34540011,189.5234855,113.742165
labeled-data\LipTest_COMBINED_TEST\17ms-img716.png,106.9354149,95.54479353,214.719846,100.6773855,132.1317754,88.07920523,129.7987791,108.1429738,160.1277315,91.34540011,157.7947352,113.742165,188.1236877,92.27859865,188.1236877,109.5427716
labeled-data\LipTest_COMBINED_TEST\17ms-img727.png,107.8686134,95.54479353,215.6530446,102.0771833,133.9981725,87.61260596,130.7319776,105.3433782,160.1277315,91.81199938,159.194533,110.4759701,189.5234855,91.81199938,189.0568862,108.1429738
labeled-data\LipTest_COMBINED_TEST\17ms-img742.png,106.4688156,95.07819426,212.8534489,101.610584,131.1985769,86.67940742,130.2653783,101.1439848,159.6611323,91.81199938,157.7947352,106.2765767,186.2572906,91.34540011,186.7238899,104.8767789
labeled-data\LipTest_COMBINED_TEST\17ms-img775.png,106.4688156,94.14499572,210.5204526,96.94459134,131.1985769,86.67940742,131.1985769,97.87778987,158.7279337,92.27859865,157.7947352,103.0103818,184.3908935,89.9456023,184.8574928,101.1439848
labeled-data\LipTest_COMBINED_TEST\17ms-img792.png,105.5356171,94.61159499,210.5204526,97.87778987,131.1985769,87.14600669,130.2653783,99.27758768,159.6611323,93.21179718,156.8615367,104.8767789,185.7906913,90.41220157,184.3908935,101.610584
labeled-data\LipTest_COMBINED_TEST\18fo-img040.png,79.24571285,89.52798307,220.0220636,89.95849178,113.6864103,87.37543948,114.5474277,86.94493076,149.8491426,89.09747435,149.8491426,89.52798307,185.5813661,86.94493076,185.5813661,86.51442204
labeled-data\LipTest_COMBINED_TEST\18fo-img066.png,82.68978259,91.68052666,220.883081,92.11103537,114.9779364,88.23645691,114.8676025,88.54580449,148.9881251,90.3890005,148.9293491,90.41220157,186.8728923,88.66696563,186.7238899,89.01240376
labeled-data\LipTest_COMBINED_TEST\18fo-img096.png,80.96774772,90.81950922,222.6051159,91.68052666,114.116919,87.37543948,114.9779364,87.37543948,149.8491426,90.3890005,149.8491426,89.52798307,187.303401,88.23645691,186.4423836,87.8059482
labeled-data\LipTest_COMBINED_TEST\18fo-img137.png,220.6499125,90.76320755,82.25927388,89.52798307,115.3709107,89.04117268,115.4084451,87.8059482,150.7556563,88.7983362,149.8491426,89.95849178,186.0118749,88.23645691,186.0118749,88.23645691
labeled-data\LipTest_COMBINED_TEST\18fo-img194.png,80.96774772,93.40256153,215.7169764,94.69408768,114.5474277,86.51442204,114.9779364,91.68052666,148.1271077,84.36187845,149.4186339,98.13815742,183.4288226,86.51442204,182.9983138,93.83307024
labeled-data\LipTest_COMBINED_TEST\18fo-img211.png,77.52367798,91.25001794,217.86952,96.84663127,108.5203057,71.0161082,115.4084451,97.27713999,145.9745641,68.86356461,149.8491426,108.0398579,184.28984,78.3347564,186.0118749,102.4432446
labeled-data\LipTest_COMBINED_TEST\18fo-img220.png,76.66266054,91.25001794,220.883081,94.69408768,107.2287795,71.0161082,107.6592882,98.13815742,147.2660903,67.14152974,142.9610031,106.7483318,186.8728923,76.61272153,184.7203487,103.304262
labeled-data\LipTest_COMBINED_TEST\18fo-img222.png,76.66266054,91.25001794,221.7440984,95.55510512,106.7982708,70.58559948,108.0897969,101.1517184,146.8355815,67.57203846,142.5304944,109.3313841,186.4423836,77.47373897,184.28984,103.7347708
labeled-data\LipTest_COMBINED_TEST\18fo-img234.png,77.9541867,95.1245964,219.1610461,103.7347708,108.0897969,75.32119538,112.3948841,111.4839277,145.9745641,71.0161082,152.4321949,121.8161369,186.0118749,80.05679128,190.7474708,120.9551195
labeled-data\LipTest_COMBINED_TEST\18fo-img242.png,80.537239,95.55510512,218.3000287,99.86019229,108.0897969,75.7517041,113.6864103,106.3178231,146.8355815,69.29407333,152.0016862,113.2059625,186.8728923,77.47373897,191.1779795,111.4839277
labeled-data\LipTest_COMBINED_TEST\18fo-img249.png,79.67622157,94.26357896,220.883081,98.56866614,108.9508144,75.32119538,113.6864103,103.7347708,147.2660903,71.0161082,151.5711774,109.7618928,186.4423836,79.62628256,190.316962,107.6093492
labeled-data\LipTest_COMBINED_TEST\18fo-img275.png,77.52367798,92.54154409,222.1746072,96.41612255,110.6728493,77.90424769,113.2559016,100.7212097,148.1271077,74.02966923,148.9881251,107.6093492,187.303401,82.20933486,189.4559446,105.8873143
labeled-data\LipTest_COMBINED_TEST\18fo-img285.png,77.52367798,94.69408768,218.3000287,101.1517184,110.2423405,77.90424769,109.8118318,108.0398579,147.2660903,74.89068666,148.9881251,117.5110497,186.4423836,83.0703523,189.8864533,117.080541
labeled-data\LipTest_COMBINED_TEST\18fo-img296.png,76.66266054,92.97205281,219.5915549,99.42968358,109.3813231,77.47373897,109.8118318,105.8873143,148.9881251,73.16865179,148.5576164,115.7890149,186.8728923,81.34831743,189.8864533,114.06698
labeled-data\LipTest_COMBINED_TEST\18fo-img298.png,77.52367798,93.40256153,220.0220636,98.99917486,110.2423405,79.19577384,110.2423405,102.4432446,148.9881251,74.46017794,147.696599,110.1924015,186.4423836,83.0703523,186.8728923,107.6093492
labeled-data\LipTest_COMBINED_TEST\18fo-img305.png,76.23215183,91.68052666,219.5915549,95.1245964,109.3813231,80.05679128,110.2423405,92.11103537,147.2660903,74.46017794,145.9745641,96.41612255,185.1508574,81.77882615,184.28984,94.69408768
labeled-data\LipTest_COMBINED_TEST\18fo-img328.png,83.12029131,93.83307024,215.7169764,95.98561383,116.6999713,94.26357896,117.13048,93.83307024,151.1406687,97.27713999,151.5711774,96.84663127,184.28984,95.55510512,183.4288226,95.1245964
labeled-data\LipTest_COMBINED_TEST\18fo-img338.png,79.67622157,96.84663127,214.855959,100.290701,112.8253928,87.37543948,114.116919,102.4432446,147.696599,81.77882615,149.4186339,111.053419,181.276279,90.81950922,182.9983138,105.0262969
labeled-data\LipTest_COMBINED_TEST\18fo-img343.png,78.81520413,95.1245964,217.4390113,99.86019229,113.2559016,85.65340461,114.116919,100.290701,148.9881251,78.3347564,148.1271077,108.0398579,182.1372964,89.95849178,184.28984,103.7347708
labeled-data\LipTest_COMBINED_TEST\18fo-img348.png,80.10673029,94.69408768,217.4390113,97.7076487,112.8253928,84.36187845,114.9779364,97.27713999,148.9881251,79.19577384,149.8491426,103.304262,183.8593313,88.23645691,183.8593313,100.290701
labeled-data\LipTest_COMBINED_TEST\18fo-img353.png,81.39825644,94.69408768,217.86952,96.84663127,114.9779364,82.63984358,116.2694626,95.98561383,149.4186339,77.04323025,149.8491426,100.7212097,183.4288226,88.23645691,183.4288226,97.27713999
labeled-data\LipTest_COMBINED_TEST\18fo-img380.png,82.25927388,93.40256153,213.1339241,96.41612255,117.5609887,91.68052666,118.4220062,93.40256153,151.5711774,90.3890005,151.5711774,98.56866614,182.5678051,94.26357896,182.9983138,95.98561383
labeled-data\LipTest_COMBINED_TEST\18fo-img394.png,83.98130875,98.13815742,214.4254502,98.99917486,117.13048,91.68052666,118.8525149,102.8737533,151.5711774,87.8059482,154.5847385,111.053419,183.8593313,91.68052666,184.7203487,104.1652795
labeled-data\LipTest_COMBINED_TEST\18fo-img400.png,85.2728349,93.40256153,218.3000287,91.25001794,117.13048,84.79238717,121.4355672,95.55510512,153.2932123,81.34831743,158.4593169,97.27713999,186.0118749,85.22289589,189.8864533,94.69408768
labeled-data\LipTest_COMBINED_TEST\18fo-img412.png,78.38469542,87.8059482,214.855959,86.08391332,111.5338667,80.91780871,115.4084451,85.22289589,147.2660903,77.47373897,153.723721,89.95849178,182.5678051,81.34831743,184.7203487,83.93136974
labeled-data\LipTest_COMBINED_TEST\18fo-img420.png,81.82876516,89.52798307,216.1474851,92.11103537,112.8253928,77.04323025,118.8525149,91.68052666,145.9745641,72.30763435,154.5847385,102.0127359,181.276279,82.20933486,186.4423836,95.1245964
labeled-data\LipTest_COMBINED_TEST\18fo-img439.png,80.10673029,95.1245964,217.4390113,96.84663127,110.6728493,74.02966923,110.6728493,106.7483318,148.5576164,68.86356461,147.2660903,113.6364713,185.5813661,80.91780871,187.303401,108.9008754
labeled-data\LipTest_COMBINED_TEST\18fo-img451.png,80.537239,93.83307024,220.4525723,102.4432446,110.2423405,74.89068666,119.7135323,104.5957882,147.2660903,69.72458205,158.8898256,113.2059625,186.0118749,83.0703523,193.3305231,110.6229102
labeled-data\LipTest_COMBINED_TEST\18fo-img470.png,82.68978259,96.84663127,217.4390113,103.7347708,111.9643754,74.89068666,116.6999713,103.304262,147.696599,70.58559948,153.723721,110.1924015,186.0118749,83.0703523,188.5949272,107.6093492
labeled-data\LipTest_COMBINED_TEST\18fo-img479.png,83.98130875,101.1517184,214.4254502,106.3178231,110.6728493,80.05679128,115.4084451,111.9144364,148.5576164,73.16865179,152.8627036,118.3720672,183.8593313,84.36187845,188.5949272,115.7890149
labeled-data\LipTest_COMBINED_TEST\18fo-img491.png,84.41181746,97.27713999,217.86952,95.98561383,117.9914975,96.84663127,118.1337973,96.94459134,152.4321949,97.27713999,152.6621432,97.41119061,186.8728923,95.98561383,187.1904892,96.47799207
